0,123.667,25.9665,123.699,25.8928
20,2,553,0.1,123.678,25.9286
20,2,554,0.1,123.688,25.9256
20,2,557,0.1,123.689,25.9224
21,0,713,0.1,13,0.02,123.688,25.922,123.688,25.9222,123.688,25.9222,123.688,25.9224,123.688,25.9224,123.688,25.9236,123.688,25.9236,123.686,25.9254,123.686,25.9254,123.683,25.9288,123.683,25.9288,123.682,25.9291,123.682,25.9291,123.68,25.9289,123.68,25.9289,123.677,25.9257,123.677,25.9257,123.676,25.9247,123.676,25.9247,123.676,25.9238,123.676,25.9238,123.68,25.9193,123.68,25.9193,123.681,25.9188,123.681,25.9188,123.684,25.9188
21,0,497,0.1,18,0.02,123.697,25.9392,123.697,25.9392,123.697,25.9392,123.696,25.9398,123.696,25.9398,123.695,25.9408,123.695,25.9408,123.695,25.942,123.695,25.942,123.696,25.9435,123.696,25.9435,123.697,25.9443,123.697,25.9443,123.698,25.9446,123.698,25.9446,123.702,25.9444,123.702,25.9444,123.703,25.9443,123.703,25.9443,123.703,25.9439,123.703,25.9439,123.704,25.9428,123.704,25.9428,123.704,25.9416,123.704,25.9416,123.703,25.9402,123.703,25.9402,123.703,25.9401,123.703,25.9401,123.703,25.9399,123.703,25.9399,123.701,25.9391,123.701,25.9391,123.699,25.939,123.699,25.939,123.697,25.9392
